timestamp,title,price,original_price,shipping,item_url,discount_percentage
2025-11-01T17:52:38,Apple AirPods 2nd Gen Genuine Replacement Right or Left or Charging Case,15.49,15.49,"Free USPS First Class®.  Located in: Glenshaw, Pennsylvania, United States",https://www.ebay.com/itm/115878536964?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006419,0.0
2025-11-01T17:52:38,Apple AirPods 3rd Gen Genuine Replacement Right or Left or Charging Case,34.49,34.49,"Free USPS Ground Advantage®.  Located in: Mundelein, Illinois, United States",https://www.ebay.com/itm/126693283302?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006419,0.0
2025-11-01T17:52:38,Netac 1TB 2TB 512GB Internal SSD 2.5'' SATA III 6Gb/s Solid State Drive lot,13.99,13.99,"Free USPS Ground Advantage®.  Located in: Hebron, Kentucky, United States",https://www.ebay.com/itm/314555594439?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006421,0.0
2025-11-01T17:52:38,WD 28TB My Book Duo Desktop RAID Hard Drive HDD - WDBFBE0280JBK-NESN,699.99,789.99,Shipping info unavailable,https://www.ebay.com/itm/296118852230?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006421,11.39
2025-11-01T17:52:38,WD 20TB WD Gold Enterprise Class SATA HDD Internal Hard Drive HDD - WD202KRYZ,379.99,419.99,Shipping info unavailable,https://www.ebay.com/itm/297401321463?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006421,9.52
2025-11-01T17:52:38,Western Digital 22TB WD My Book External Hard Drive HDD - WDBBGB0220HBK-NESN,399.99,469.99,Shipping info unavailable,https://www.ebay.com/itm/296118852180?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006421,14.89
2025-11-01T17:52:38,Bose QuietComfort 45 QC45 Noise Cancelling Wireless Bluetooth Headphone - Black,159.0,159.0,"Free USPS First Class®.  Located in: Perth Amboy, New Jersey, United States",https://www.ebay.com/itm/376266545408?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006403,0.0
2025-11-01T17:52:38,Apple AirPods 2nd Gen Genuine Replacement Right or Left or Charging Case,15.49,15.49,"Free USPS First Class®.  Located in: Glenshaw, Pennsylvania, United States",https://www.ebay.com/itm/115878536964?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006403,0.0
2025-11-01T17:52:38,Apple 1st Gen AirPods Pro Genuine Replacement Right or Left or Charging Case,37.99,37.99,"Free 2-4 day delivery Get it between Tue, Nov 4 and Thu, Nov 6 to 94112.  Located in: Portland, Oregon, United States",https://www.ebay.com/itm/133684947904?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006403,0.0
2025-11-01T17:52:38,"Apple AirPods Pro 2nd Gen - Left, Right, or Case - Models 2699/2698/2700 GRADE B",25.99,25.99,"Free USPS Ground Advantage®.  Located in: Villa Park, Illinois, United States",https://www.ebay.com/itm/375618346806?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006403,0.0
2025-11-01T17:52:38,"DNP 4x6"" Print Pack for DS-40 Dye Sub Printer, 800 Glossy Prints",126.0,126.0,"Free 2-4 day delivery Get it between Tue, Nov 4 and Thu, Nov 6 to 94112.  Located in: Chattanooga, Tennessee, United States",https://www.ebay.com/itm/373661270561?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006417,0.0
